Authors,Year,Title,DOI,URL
"Y. Yusof, S. Z.-M. S. M. Mukari, K. Ahmad, M. A. Dzulkifli, K. Chellapan, N. Maamor and W. S. Ishak",2019,Development of malay word materials for auditory-cognitive training for older adults,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090126537&partnerID=40&md5=8183bdbd99461367f0a9763be6254503
A. F. Abka,2017,Evaluating the use of word embeddings for part-of-speech tagging in Bahasa Indonesia,10.1109/IC3INA.2016.7863051,https://ieeexplore.ieee.org/document/7863051
S. N. A. N. Ariffin and S. Tiun,2020,Rule-based text normalization for malay social media texts,10.14569/IJACSA.2020.0111021,https://www.researchgate.net/profile/Siti-Noor-Allia-Noor-Ariffin/publication/346025620_Rule-based_Text_Normalization_for_Malay_Social_Media_Texts/links/5fb6a94c299bf104cf5c6914/Rule-based-Text-Normalization-for-Malay-Social-Media-Texts.pdf
"M. F. R. A. Bakar, N. Idris and L. Shuib",2019,An Enhancement of Malay Social Media Text Normalization for Lexicon-Based Sentiment Analysis,10.1109/IALP48816.2019.9037700,https://ieeexplore.ieee.org/document/9037700/
"A. Candra, Wella and A. Wicaksana",2021,Bidirectional encoder representations from transformers for cyberbullying text detection in indonesian social media,10.24507/ijicic.17.05.1599,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114673910&doi=10.24507%2fijicic.17.05.1599&partnerID=40&md5=90272833177a6aafe89336e05df2eb50
K. Chekima and R. Alfred,2016,An automatic construction of Malay stop words based on aggregation method,10.1007/978-981-10-2777-2_16,https://link.springer.com/chapter/10.1007/978-981-10-2777-2_16
"E. Faisal, F. Nurifan and R. Sarno",2018,Word Sense Disambiguation in Bahasa Indonesia Using SVM,10.1109/ISEMANTIC.2018.8549824,https://ieeexplore.ieee.org/document/8549824/
"D. Gunawan, A. Amalia and O. N. Maringga",2019,Building the Application to Identify Incorrect Capital Letters Writing in Bahasa Indonesia,http://dx.doi.org/10.1088/1742-6596/1235/1/012108,https://iopscience.iop.org/article/10.1088/1742-6596/1235/1/012108/meta
"N. Hanafiah, A. Kevin, C. Sutanto, Fiona, Y. Arifin and J. Hartanto",2017,Text Normalization Algorithm on Twitter in Complaint Category,10.1016/j.procs.2017.10.004,https://www.sciencedirect.com/science/article/pii/S1877050917320410
A. F. Hidayatullah and M. R. Ma’arif,2017,Pre-processing Tasks in Indonesian Twitter Messages,http://dx.doi.org/10.1088/1742-6596/801/1/012072,https://iopscience.iop.org/article/10.1088/1742-6596/801/1/012072/meta
"B. Irmawati, H. Shindo and Y. Matsumoto",2017,A dependency annotation scheme to extract syntactic features in Indonesian sentences,10.14716/ijtech.v8i5.878,https://ijtech.eng.ui.ac.id/article/view/878
"N. H. Mahadzir, M. F. Omar and M. N. M. Nawi",2018,Semantic similarity measures for Malay-English ambiguous words,,https://www.researchgate.net/profile/Nurul-Mahadzir/publication/326825550_Semantic_Similarity_Measures_for_Malay-English_Ambiguous_Words/links/5b65116b0f7e9bd7ae92f64b/Semantic-Similarity-Measures-for-Malay-English-Ambiguous-Words.pdf
"R. Mahendra, H. Septiantri, H. A. Wibowo, R. Manurung and M. Adriani",2018,Cross-Lingual and Supervised Learning Approach for Indonesian Word Sense Disambiguation Task,,https://www.aclweb.org/anthology/2018.gwc-1.28/
R. Maskat and N. A. Rahman,2020,Categorization of malay social media text and normalization of spelling variations and vowel-less words,10.18517/ijaseit.10.4.10237,http://ijaseit.insightsociety.org/index.php?option=com_content&view=article&id=9&Itemid=1&article_id=10237
"N. Mediyawati, J. C. Young and S. B. Nusantara",2021,U-tapis: Automatic spelling filter as an effort to improve indonesian language competencies of journalistic students,10.21831/cp.v40i2.34546,https://journal.uny.ac.id/index.php/cp/article/view/34546
P. Mirza,2016,Recognizing and normalizing temporal expressions in Indonesian texts,10.1007/978-981-10-0515-2_10,https://link.springer.com/chapter/10.1007/978-981-10-0515-2_10
"M. Nor Azlizawati Binti, N. Idris and S. Mohammad Arshi",2017,Proposal: A Hybrid Dictionary Modelling Approach for Malay Tweet Normalization,http://dx.doi.org/10.1088/1742-6596/806/1/012008,https://iopscience.iop.org/article/10.1088/1742-6596/806/1/012008/meta
"A. N. C. A. Rahman, I. Ho Abdullah, I. S. Zainudin, S. Tiun and A. Jaludin",2021,Domain-specific stop words in Malaysian parliamentary debates 1959 - 2018,10.17576/gema-2021-2102-01,https://ejournal.ukm.my/gema/article/view/45125
"N. A. Rahman, A. B. M. Soom and N. K. Ismail",2017,Enhancing Latent Semantic Analysis by Embedding Tagging Algorithm in Retrieving Malay Text Documents,10.1007/978-3-319-56660-3_27,https://link.springer.com/chapter/10.1007/978-3-319-56660-3_27
"F. Rahutomo, A. S. Mulyo and P. Y. Saputra",2018,Automatic Grammar Checking System for Indonesian,10.1109/iCAST1.2018.8751591,https://ieeexplore.ieee.org/document/8751591/
"R. A. Raja, S. Lay-Ki and H. Su-Cheng",2019,Exploring Edit Distance for Normalising Out-of-Vocabulary Malay Words on Social Media,,https://www.matec-conferences.org/articles/matecconf/abs/2019/04/matecconf_eaaic2018_03001/matecconf_eaaic2018_03001.html
"B. Ranaivo-Malançon, S. Saee, R. M. Othman and J. F. W. Busu",2017,Transforming semi-structured indigenous dictionary into machine-readable dictionary,,https://jtec.utem.edu.my/jtec/article/view/3173
"A. A. P. Ratna, R. Sanjaya, T. Wirianata and P. D. Purnamasari",2017,Word level auto-correction for latent semantic analysis based essay grading system,10.1109/QIR.2017.8168488,https://ieeexplore.ieee.org/document/8168488/
M. A. S. M. Rifin and M. P. Hamzah,2017,Incorporating Knowledge Base in Unsupervised Approach of Word Sense Disambiguation of Malay Documents,,https://core.ac.uk/download/pdf/229269569.pdf
A. D. N. Rizal and S. Stymne,2020,Evaluating Word Embeddings for Indonesian–English Code-Mixed Text Based on Synthetic Data,,https://aclanthology.org/2020.calcs-1.4
N.-H. Samsudin and L. N. Rahim,2019,Rapid Heteronym Disambiguation for Text-to-Speech System,10.1109/ICRAIE47735.2019.9037769,https://ieeexplore.ieee.org/document/9037769/
"S. I. G. Situmeang, R. K. Lubis, F. J. N. Siregar and B. J. D. C. Panjaitan",2019,Movie Summarization based on Indonesian Subtitles with Restricted Boltzmann Machine,10.1109/SIET48054.2019.8986127,https://ieeexplore.ieee.org/document/8986127/
D. Soyusiawaty and E. Aribowo,2016,Designing and implementing parsing for ambiguous sentences in indonesian language,,http://www.jatit.org/volumes/Vol84No3/5Vol84No3.pdf
"O. R. Sulaeman, W. Gata, E. Wahyudi, M. J. Hakim, R. Subandi, R. Setiyawan and B. Pratama",2020,Information Retrieval System to Find Articles and Clauses in UUD 1945 Using Vector Space Model Method,http://dx.doi.org/10.1088/1742-6596/1471/1/012017,https://iopscience.iop.org/article/10.1088/1742-6596/1471/1/012017/meta
"S. Sulaiman, R. A. Wahid and F. Morsidi",2017,Feature extraction using regular expression in detecting proper noun for Malay news articles based on KNN algorithm,10.4314/jfas.v9i5s.16,https://www.ajol.info/index.php/jfas/article/view/165332/154792
S. Tiun and L. S. Hong,2020,Identification Of Features In Predicting Prominent Malay Words Using Decision Tree,10.22452/mjcs.vol33no4.4,https://ejournal.um.edu.my/index.php/MJCS/article/view/26901
"S. Tiun, N. F. M. Nor, A. Jalaludin and A. N. C. A. Rahman",2020,Word Embedding for Small and Domain-specific Malay Corpus,10.1007/978-981-15-0058-9_42,https://link.springer.com/chapter/10.1007/978-981-15-0058-9_42
"F. Yahaya, N. A. Rahman and Z. A. Bakar",2017,Resolving malay word sense disambiguation utilizing cross-language learning sources approach,10.1166/asl.2017.10275,https://www.researchgate.net/publication/311665777_Resolving_Malay_Word_Sense_Disambiguation_Utilizing_Cross-Language_Learning_Sources_Approach
"M. F. Yahaya, N. A. Rahman and Z. A. Bakar",2018,Morphological Analysis of Malay Words for Resolving Ambiguity,10.1109/INFRKM.2018.8464773,https://ieeexplore.ieee.org/document/8464773/
"M. F. Yahaya, N. A. Rahman, Z. A. Bakar and H. Hasmy",2017,Evaluation on knowledge extraction and machine learning in resolving Malay word ambiguity,http://dx.doi.org/10.4314/jfas.v9i5s.10,https://www.ajol.info/index.php/jfas/article/view/165326
J. C. Young and A. Rusli,2019,Review and Visualization of Facebook's FastText Pretrained Word Vector Model,10.1109/ICESI.2019.8863015,https://ieeexplore.ieee.org/document/8863015/
"A. M. Barik, R. Mahendra and M. Adriani",2019,Normalization of Indonesian-English code-mixed twitter data,https://doi.org/10.18653/v1/D19-5554,https://www.aclweb.org/anthology/D19-5554/
"D. Anggraini, A. B. Mutiara, T. M. Kusuma and L. Wulandari",2018,Algorithm for simple sentence identification in Bahasa Indonesia,10.1109/IAC.2018.8780552,https://ieeexplore.ieee.org/document/8780552
"D. E. Cahyani, L. Gumilar and A. Pangestu",2020,Indonesian Parsing using Probabilistic Context-Free Grammar (PCFG) and Viterbi-Cocke Younger Kasami (Viterbi-CYK),10.1109/ISRITI51436.2020.9315395,https://ieeexplore.ieee.org/document/9315395/
"M. F. Fairuzz Hiloh, M. J. Ab Aziz and L. Q. Zakaria",2018,The effectiveness of bottom up technique with probabilistic approach for a malay parser,10.17576/gema-2018-1802-09,http://ejournal.ukm.my/gema/article/view/25512
"D. Gunawan, H. P. Siregar and O. Salim Sitompul",2019,Identifying Sentence Structure in Bahasa Indonesia by Using POS Tag and LALR Parser,10.1109/ICCED46541.2019.9161125,https://ieeexplore.ieee.org/document/9161125/
"M. Haris, M. A. Bijaksana and T. Suhardijanto",2019,Warning and Suggestion System on Syntax Tree Maker Application,10.1109/IALP.2018.8629165,https://ieeexplore.ieee.org/document/8629165/
H. Haryanto and Aripin,2019,A Finite State Machine Model to Determine Syllables of Indonesian Text,10.1109/ICORIS.2019.8874889,https://ieeexplore.ieee.org/document/8874889/
"M. Mager, Ö. Çetinoğlu and K. Kann",2020,Tackling the Low-resource Challenge for Canonical Segmentation,10.18653/v1/2020.emnlp-main.423,https://aclanthology.org/2020.emnlp-main.423
M. Nizami and A. Purwarianti,2017,Modification of Chu-Liu/Edmonds algorithm and MIRA learning algorithm for dependency parser on Indonesian language,10.1109/ICAICTA.2017.8090978,https://ieeexplore.ieee.org/document/8090978/
"S. J. Putra, M. N. Gunawan, I. Khalil and T. Mantoro",2017,Sentence boundary disambiguation for Indonesian language,10.1145/3151759.3156474,https://dl.acm.org/doi/10.1145/3151759.3156474
"S. Raharjo, R. Wardoyo and A. E. Putra",2018,Rule based sentence segmentation of Indonesian language,10.3923/jeasci.2018.8986.8992,https://www.researchgate.net/profile/Suwanto-Raharjo/publication/329250329_Rule_based_sentence_segmentation_of_Indonesian_language/links/60dbe2b9299bf1ea9eceb1d4/Rule-based-sentence-segmentation-of-Indonesian-language.pdf
A. Rahman and A. Purwarianti,2017,Ensemble technique utilization for Indonesian dependency parser,,https://aclanthology.org/Y17-1012.pdf
"A. Wahana, D. R. Ramdania, D. Al Ghifari, I. Taufik, F. M. Kaffah and Y. A. Gerhana",2020,Breakdown film script using parsing algorithm,10.12928/TELKOMNIKA.V18I4.14849,http://journal.uad.ac.id/index.php/TELKOMNIKA/article/view/14849
"A. Z. Amrullah, R. Hartanto and I. W. Mustika",2017,A comparison of different part-of-speech tagging technique for text in Bahasa Indonesia,10.1109/INAES.2017.8068538,https://ieeexplore.ieee.org/document/8068538/
S. N. A. N. Ariffin and S. Tiun,2018,Part-of-speech tagger for malay social media texts,10.17576/gema-2018-1804-09,http://ejournal.ukm.my/gema/article/view/28357
D. E. Cahyani and M. J. Vindiyanto,2019,Indonesian part of speech tagging using hidden markov model - Ngram viterbi,10.1109/ICITISEE48480.2019.9003989,https://ieeexplore.ieee.org/document/9003989/
"S. Gaber, M. Z. A. Nazri, N. Omar and S. Abdullah",2020,Part-of-speech (pos) tagger for malay language using naÏve bayes and k-nearest neighbor model,10.31838/jcr.07.16.33,http://www.jcreview.com/fulltext/197-1593586737.pdf
"D. Handrata, C. N. Purwanto, F. H. Chandra, J. Santoso and Gunawan",2019,Part of Speech Tagging for Indonesian Language using Bidirectional Long Short-Term Memory,10.1109/ICORIS.2019.8874871,https://ieeexplore.ieee.org/document/8874871/
"L. P. Manik, A. F. Syafiandini, H. F. Mustika, A. F. Abka and Y. Rianto",2019,Evaluating the Morphological and Capitalization Features for Word Embedding-Based POS Tagger in Bahasa Indonesia,10.1109/IC3INA.2018.8629519,https://ieeexplore.ieee.org/document/8629519/
"Muljono, U. Afini and C. Supriyanto",2017,Morphology analysis for Hidden Markov Model based Indonesian part-of-speech tagger,10.1109/ICICOS.2017.8276368,https://ieeexplore.ieee.org/document/8276368/
"M. Muljono, U. Afini, C. Supriyanto and R. Nugroho",2017,The development of Indonesian POS tagging system for computer-aided independent language learning,10.3991/ijet.v12.i11.7383,https://www.learntechlib.org/p/181451/
"D. Munandar, E. Suryawati, D. Riswantini, A. F. Abka, R. Wijayanti and A. Arisal",2017,POS-tagging for non-english tweets: An automatic approach: (Study in Bahasa Indonesia),10.1109/ICICOS.2017.8276365,https://ieeexplore.ieee.org/document/8276365/
Prihantoro,2021,An evaluation of MorphInd's morphological annotation scheme for Indonesian,http://dx.doi.org/10.3366/cor.2021.0221,https://www.proquest.com/scholarly-journals/evaluation-morphinds-morphological-annotation/docview/2565204798/se-2?accountid=8330
K. K. Purnamasari and I. S. Suwardi,2018,Rule-based Part of Speech Tagger for Indonesian Language,http://dx.doi.org/10.1088/1757-899X/407/1/012151,https://iopscience.iop.org/article/10.1088/1757-899X/407/1/012151/meta
"V. Rachman, R. Mahendra, A. F. Wicaksono, A. R. Meydiarso and F. Ikhwantri",2018,Semantic Role Labeling in Conversational Chat using Deep Bi-Directional Long Short-Term Memory Networks with Attention Mechanism,,https://aclanthology.org/Y18-1064.pdf
"E. Suryawati, M. Devi, D. Riswantini, A. F. Abka and A. Arisal",2018,POS-Tagging for informal language (study in Indonesian tweets),http://dx.doi.org/10.1088/1742-6596/971/1/012055,https://iopscience.iop.org/article/10.1088/1742-6596/971/1/012055/meta
"T.-P. Tan, B. Ranaivo-Malançon, L. Besacier, Y.-L. Yeong, K. H. Gan and E. K. Tang",2017,"Evaluating lstm networks, hmm and wfst in Malay part-of-speech tagging",,https://jtec.utem.edu.my/jtec/article/view/2679
T. Tanadi,2018,Time Series Neural Network Model for Part-of-Speech Tagging Indonesian Language,http://dx.doi.org/10.1088/1757-899X/325/1/012025,https://iopscience.iop.org/article/10.1088/1757-899X/325/1/012025/meta
"P. R. Togatorop, R. Siagian, Y. Nainggolan and K. Simanungkalit",2020,Implementation of ontology-based on Word2Vec and DBSCAN for part-of-speech,10.1145/3427423.3427431,https://dl.acm.org/doi/10.1145/3427423.3427431
"I. N. P. Trisna, A. Musdholifah and Y. Sari",2020,Utilizing Morphological Features for Part-of-Speech Tagging of Bahasa Indonesia in Bidirectional LSTM,10.1109/ICSITech49800.2020.9392076,https://ieeexplore.ieee.org/document/9392076/
"R. S. Yuwana, E. Suryawati and H. F. Pardede",2019,On Empirical Evaluation of Deep Architectures for Indonesian POS Tagging Problem,10.1109/IC3INA.2018.8629531,https://ieeexplore.ieee.org/document/8629531/
"R. S. Yuwana, A. R. Yuliani and H. F. Pardede",2018,On part of speech tagger for Indonesian language,10.1109/ICITISEE.2017.8285530,https://ieeexplore.ieee.org/document/8285530/
"A. F. Hidayatullah, C. I. Ratnasari and S. Wisnugroho",2016,Analysis of Stemming Influence on Indonesian Tweet Classification,10.12928/TELKOMNIKA.v14i1.3113,https://core.ac.uk/download/pdf/295538347.pdf
A. Jodhinata and L. Hartanti,2016,Naïve Bayes implementation into bahasa Indonesia stemmer for content based webpage classification,,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85006288692&partnerID=40&md5=b9eece274ddd97795b5e1cbfe4a0b165
"M. N. Kassim, S. H. M. Jali, M. A. Maarof and A. Zainal",2019,Towards stemming error reduction for Malay texts,10.1007/978-981-13-2622-6_2,https://link.springer.com/chapter/10.1007/978-981-13-2622-6_2
"M. N. Kassim, S. H. M. Jali, M. A. Maarof, A. Zainal and A. A. Wahab",2020,Enhanced Text Stemmer with Noisy Text Normalization for Malay Texts,10.1007/978-981-15-0077-0_44,https://link.springer.com/chapter/10.1007/978-981-15-0077-0_44
"M. N. Kassim, S. H. M. Jali, M. A. Maarof, A. Zainal and A. A. Wahab",2020,Design Consideration of Malay Text Stemmer Using Structured Approach,10.1007/978-981-15-0077-0_43,https://link.springer.com/chapter/10.1007/978-981-15-0077-0_43
"M. N. Kassim, M. A. Maarof, A. Zainal and A. A. Wahab",2016,Malay word stemmer to stem standard and slang word patterns on social media,10.1007/978-3-319-40973-3_39,https://link.springer.com/chapter/10.1007/978-3-319-40973-3_39
"M. N. Kassim, M. A. Maarof, A. Zainal and A. A. Wahab",2016,"Enhanced rules application order to stem affixation, reduplication and compounding words in malay texts",10.1007/978-3-319-42706-5_6,https://link.springer.com/chapter/10.1007/978-3-319-42706-5_6
"M. N. Kassim, M. A. Maarof, A. Zainal and A. A. Wahab",2016,Word stemming challenges in Malay texts: A literature review,10.1109/ICoICT.2016.7571887,https://ieeexplore.ieee.org/document/7571887/
"R. B. S. Putra, E. Utami and S. Raharjo",2018,Non-formal affixed word stemming in Indonesian language,10.1109/ICOIACT.2018.8350735,https://ieeexplore.ieee.org/document/8938423/
"R. B. S. Putra, E. Utami and S. Raharjo",2019,Accuracy measurement on Indonesian non-formal affixed word stemming with levenhstein,10.1109/ICOIACT46704.2019.8938423,https://ieeexplore.ieee.org/document/8938423/
"Rianto, A. B. Mutiara, E. P. Wibowo and P. I. Santosa",2021,Improving stemming techniques for non-formal indonesian sentences using incorbiz,10.24507/icicel.15.01.67,https://www.researchgate.net/profile/Eri-Prasetyo/publication/346714143_ICIC_Express_Letters_ICIC_International_c_2021_ISSN/links/5fcf204b299bf188d4001e90/ICIC-Express-Letters-ICIC-International-c-2021-ISSN.pdf
"F. Riza, S. Rifai, A. Dirgantara, Sfenrianto, Rasenda and S. Herdyansyah",2020,Information Retrieval Technique for Indonesian PDF Document with Modified Stemming Porter Method Using PHP,http://dx.doi.org/10.1088/1742-6596/1477/3/032016,https://iopscience.iop.org/article/10.1088/1742-6596/1477/3/032016/meta
"A. S. Rizki, A. Tjahyanto and R. Trialih",2019,Comparison of stemming algorithms on Indonesian text processing,http://dx.doi.org/10.12928/TELKOMNIKA.v17i1.10183,https://www.proquest.com/scholarly-journals/comparison-stemming-algorithms-on-indonesian-text/docview/2170896953/se-2?accountid=8330
"S. B. Rodzman, M. F. I. A. Ronie, N. K. Ismail, N. A. Rahman, F. Ahmad and Z. M. Nor",2018,Analyzing Malay Stemmer Performance Towards Fuzzy Logic Ranking Function on Malay Text Corpus,10.1109/INFRKM.2018.8464767,https://ieeexplore.ieee.org/document/8464767/
"S. Suyanto, A. Sunyoto, R. N. Ismail, E. Rachmawati and W. Maharani",2021,Stemmer and phonotactic rules to improve n-gram tagger-based indonesian phonemicization,10.1016/j.jksuci.2021.01.006,https://www.sciencedirect.com/science/article/pii/S1319157821000069
I. Syawanodya and A. F. Huda,2018,Improvement on stemmer algorithm for Indonesian language with spellchecker,10.1109/IAC.2018.8780450,https://ieeexplore.ieee.org/document/8780450/
"M. Aasim Asyafi’Ie bin Ahmad, M. bin Harun, P. I. binti Khalid, M. I. Shapiai, M. N. bin Ibrahi and S. Z. A. Hamid",2017,Comparison of the themes of malaysian friday sermons between the year 2010 and 2015,10.11591/ijeecs.v6.i1.pp212-218,https://www.researchgate.net/publication/317132573_Comparison_of_the_Themes_of_Malaysian_Friday_Sermons_Between_the_Year_2010_and_2015/fulltext/59282c05458515e3d4668e54/Comparison-of-the-Themes-of-Malaysian-Friday-Sermons-Between-the-Year-2010-and-2015.pdf
"N. Abd Rahman, N. Alias, N. K. Ismail, Z. Bin Mohamed Nor and M. N. b. Alias",2016,An identification of authentic narrator's name features in Malay hadith texts,10.1109/ICOS.2015.7377282,https://ieeexplore.ieee.org/document/7377282
"A. T. Ampa, M. D. Basri and S. Ramdayani",2019,A morphophonemic analysis on the affixation in the Indonesian Language,,https://www.ijstr.org/final-print/july2019/A-Morphophonemic-Analysis-On-The-Affixation-In-The-Indonesian-Language.pdf
L. Ansari and T. Suhardijanto,2019,Where is the Head Positioned in Indonesian Language?: A Corpus Study of Head Directionality from a Dependency Perspective,10.1109/IALP.2018.8629214,https://ieeexplore.ieee.org/document/8629214/
"S. Azianura Hani, K. Mohammad Rahim, F. Wan Fariza Paizi and M. Masnizah",2019,Online-Dating Romance Scam in Malaysia: An Analysis of Online Conversations between Scammers and Victims,http://dx.doi.org/10.17576/gema-2019-1901-06,https://www.proquest.com/scholarly-journals/online-dating-romance-scam-malaysia-analysis/docview/2407349696/se-2?accountid=8330
T. A. Basuki and B. G. Antaputra,2020,How Similar is Similar: A Comparison of Bahasa Indonesia and Bahasa Malaysia,https://doi.org/10.1145/3396730.3396736,https://dl.acm.org/doi/10.1145/3396730.3396736
M. Binti Yusof and N. J. Binti Rosly,2018,Conceptual structure representation of causative verb in Malay language and relation with syntax,10.17576/gema-2018-1804-10,https://ejournal.ukm.my/gema/article/view/22444/8683
"F. Burroni, S. Maspong, P. Pittayaporn and P. Kochaiyaphum",2020,A new look at Pattani Malay Initial Geminates: a statistical and machine learning approach,,https://aclanthology.org/2020.paclic-1.3.pdf
H. Chambert-Loir,2019,The particle pun in modem Indonesian and Malaysian (La particule pun en indonésien et malaisien modernes.),10.4000/archipel.1361,http://search.ebscohost.com/login.aspx?direct=true&db=hia&AN=141523143&site=ehost-live&authtype=sso&custid=s2773470
S.-F. Chung,2019,Lagi in standard Malaysian Malay: Its meaning conceptualization,10.1075/consl.00004.chu,https://www.jbe-platform.com/content/journals/10.1075/consl.00004.chu
K. Denistia and R. H. Baayen,2019,The Indonesian prefixes PE- and PEN-: A study in productivity and allomorphy,http://dx.doi.org/10.1007/s11525-019-09340-7,https://link.springer.com/article/10.1007/s11525-019-09340-7
"H. D. Dewi, A. Wijaya and R. S. Hidayat",2021,English legalese translation into Indonesian,10.17510/WACANA.V21I3.866,https://www.researchgate.net/profile/Haru-Dewi/publication/348414020_English_legalese_translation_into_Indonesian/links/6021baf9a6fdcc37a81277a5/English-legalese-translation-into-Indonesian.pdf
"C. Ding, M. Utiyama and E. Sumita",2016,Similar southeast asian languages: Corpus-based case study on thai-laotian and malay-indonesian,,https://aclanthology.org/W16-4614
Z. M. Don and G. Knowles,2020,New tools for old tasks: A new approach to the investigation of malay,10.47298/jala.v2-i3-a2,https://jala.pub/wp-content/uploads/2021/02/2-3-2-New-Tools-for-Old-Tasks-A-New-Approach-to-the-Investigation-of-Malay.pdf
D. Gunawan and A. Amalia,2017,The Design of Lexical Database for Indonesian Language,http://dx.doi.org/10.1088/1757-899X/180/1/012052,https://iopscience.iop.org/article/10.1088/1757-899X/180/1/012052/meta
"D. Gunawan, A. Amalia and I. Charisma",2017,Automatic extraction of multiword expression candidates for Indonesian language,10.1109/ICCSCE.2016.7893589,https://ieeexplore.ieee.org/document/7893589/
"D. Gunawan, A. Amalia, M. S. Lydia and M. I. Muthaqin",2018,The Observation of Bahasa Indonesia Official Computer Terms Implementation in Scientific Publication,http://dx.doi.org/10.1088/1742-6596/979/1/012034,https://iopscience.iop.org/article/10.1088/1742-6596/979/1/012034/meta
A. Henry and D. G. E. Ho,2016,Code-switching in Bruneian online retail transactions,https://doi.org/10.1111/weng.12226,https://onlinelibrary.wiley.com/doi/full/10.1111/weng.12226?casa_token=3Hh3GF0jho4AAAAA%3ArcuGTA8VGHWqA8R1Y81E2LyFqa0srhJZWaNdMN5O2_SeLbWhD1-CHOtHR2pbkRVHZ92xnLv7gSdlGXOV
T. G. Hoogervorst,2018,Utterance-final particles in Klang Valley Malay,10.17510/wacana.v19i2.704,https://brill.com/view/journals/waca/19/2/article-p291_3.xml
"A. Ismail, A. Sarudin, Z. Osman and H. F. M. Redzwan",2021,The process of forming a more complex idiomatic meaning using a principle of integration metaphors,10.17576/gema-2021-2102-05,http://ejournal.ukm.my/gema/article/view/39581
"J. Kasdan, R. Baharuddin and A. S. Shamsuri",2020,Covid-19 dalam Korpus Peristilahan Bahasa Melayu: Analisis Sosioterminologi (Covid-19 in the Corpus Of Malay Terminology: A Socio-terminological Analysis),10.17576/gema-2020-2003-13,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85093895301&doi=10.17576%2fgema-2020-2003-13&partnerID=40&md5=8677679e01ad5b09230685e465fb903a
"J. Kasdan, H. A. Haroon, N. S. C. Pa and Z. Idrus",2017,Gandaan Separa dalam Terminologi Bahasa Melayu: Analisis Sosioterminologi (Partial reduplication in Malay terminology: A socio-terminological analysis),10.17576/gema-2017-1701-11,https://www.researchgate.net/publication/314115012_Gandaan_Separa_dalam_Terminologi_Bahasa_Melayu_Analisis_Sosioterminologi_Partial_Reduplication_in_Malay_Terminology_A_Socio-terminological_Analysis
L. S. Kia and A. Su’Ad,2019,A study of education-related chinese words used in Malaysia-based computer corpus,10.21315/km2019.37.1.4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067408583&doi=10.21315%2fkm2019.37.1.4&partnerID=40&md5=0c7038993a1477cb3355f7137c86ad28
"J. C. L. Lee, P. L. Teh, S. L. Lau and I. Pak",2019,Compilation of malay criminological terms from online news,10.11591/ijeecs.v15.i1.pp355-364,http://ijeecs.iaescore.com/index.php/IJEECS/article/view/18480
"N. Lin, S. Fu, J. Huang and S. Jiang",2019,Exploring Letter's Differences between Partial Indonesian Branch Language and English,10.1109/IALP48816.2019.9037715,https://ieeexplore.ieee.org/document/9037715/
"N. Lin, S. Fu, S. Jiang, C. Chen, L. Xiao and G. Zhu",2019,Learning Indonesian Frequently Used Vocabulary from Large-Scale News,10.1109/IALP.2018.8629227,https://ieeexplore.ieee.org/document/8629227/
"N. Lin, S. Fu, S. Jiang, G. Zhu and Y. Hou",2019,Exploring Lexical Differences Between Indonesian and Malay,10.1109/IALP.2018.8629131,https://ieeexplore.ieee.org/document/8629131/
C. K. Loi and J. M.-H. Lim,2019,Hedging in the discussion sections of English and Malay educational research articles,10.17576/gema-2019-1901-03,https://ejournal.ukm.my/gema/article/view/27187
"N. Markhamah Abdul, M. M. Basri and A. Sabardila",2017,Comparison of Personal Pronoun between Arabic and Its Indonesian Translation of Koran,http://dx.doi.org/10.7575/aiac.ijalel.v.6n.5p.238,https://www.proquest.com/scholarly-journals/comparison-personal-pronoun-between-arabic/docview/2188236358/se-2?accountid=8330
D. Moeljadi and F. Bond,2016,Identifying and Exploiting Definitions in Wordnet Bahasa,,https://aclanthology.org/2016.gwc-1.33
"H. Mohamad, N. K. A. Malek and N. H. A. Razak",2020,Formation of health science terminology by users in general malay language texts,10.17576/gema-2020-2003-06,https://ejournal.ukm.my/gema/article/viewFile/38670/10905
"N. H. Mohamad Nor, E. M. Hussain and A. R. Abdullah",2019,Politeness in communication through local children’s animated film,10.17576/JKMJC-2019-3504-23,https://ejournal.ukm.my/mjc/article/view/36833
H. Nataprawira and M. D. Carey,2020,Towards developing colloquial Indonesian language pedagogy: A corpus analysis,10.17509/ijal.v10i2.28610,https://research.usc.edu.au/view/delivery/61USC_INST/12132789730002621/13133617830002621
"W. S. Ni, K. Artawa, Y. Ida Bagus Putra and I. K. D. Laksana",2018,Translation and Markedness,http://dx.doi.org/10.7575/aiac.ijclts.v.6n.4p.28,https://www.proquest.com/scholarly-journals/translation-markedness/docview/2186160987/se-2?accountid=8330
"N. Nor Fariza Mohd, R. Anis Nadiah Che Abdul, A. Jaluddin, A. Imran Ho and S. Tiun",2019,A Corpus Driven Analysis of Representations Around the Word ‘ekonomi’ in Malaysian Hansard Corpus,http://dx.doi.org/10.17576/gema-2019-1904-04,https://www.proquest.com/scholarly-journals/corpus-driven-analysis-representations-around/docview/2407349552/se-2?accountid=8330
